city,state_id,county_name,lat,lng,population
Teterboro,NJ,Bergen,40.8580,-74.0594,120
Allenville,IL,Moultrie,39.5583,-88.5387,120
Crystal Mountain,MI,Benzie,44.5216,-86.0032,120
Geneva,PA,Crawford,41.5620,-80.2261,120
Savonburg,KS,Allen,37.7489,-95.1428,120
Grand View,WI,Bayfield,46.3680,-91.1036,120
Hartsburg,MO,Boone,38.6974,-92.3068,120
Alfarata,PA,Mifflin,40.6618,-77.4560,120
Wamic,OR,Wasco,45.2256,-121.2927,120
Foundryville,PA,Columbia,41.0775,-76.2355,120
Raglesville,IN,Daviess,38.8022,-86.9622,119
Bessemer Bend,WY,Natrona,42.7561,-106.5176,119
Seneca,OR,Grant,44.1352,-118.9763,119
Alto,WI,Fond du Lac,43.6728,-88.7949,119
Helenville,WI,Jefferson,43.0165,-88.6999,119
Sanborn,ND,Barnes,46.9428,-98.2238,119
Cornish,OK,Jefferson,34.1636,-97.5964,119
Bull Hollow,OK,Delaware,36.3046,-94.9008,119
St. Helena,NE,Cedar,42.8106,-97.2489,119
Miesville,MN,Dakota,44.5990,-92.8196,119
Utica,KS,Ness,38.6427,-100.1698,119
Walterhill,TN,Rutherford,35.9573,-86.3679,119
Glenham,SD,Walworth,45.5330,-100.2711,119
Hatch,UT,Garfield,37.6493,-112.4348,119
Wainwright,OK,Muskogee,35.6134,-95.5660,119
Kingston,NV,Lander,39.2101,-117.0679,119
Brave,PA,Greene,39.7265,-80.2593,119
Summerville,OR,Union,45.4897,-118.0040,119
Falkland,NC,Pitt,35.6986,-77.5129,119
Danville,GA,Twiggs,32.6060,-83.2460,119
Brooktree Park,ND,Cass,47.0039,-96.8958,119
Big Creek,MS,Calhoun,33.8464,-89.4159,119
Eyers Grove,PA,Columbia,41.0935,-76.5189,119
Loretto,NE,Boone,41.7634,-98.0816,119
Hiouchi,CA,Del Norte,41.7936,-124.0662,119
Sawyer,KS,Pratt,37.4985,-98.6830,119
Stevinson,CA,Merced,37.3247,-120.8497,119
Catalpa Canyon,NM,McKinley,35.4942,-108.7206,119
Bear Lake,IN,Noble,41.3241,-85.5151,118
Odanah,WI,Ashland,46.5999,-90.6878,118
La Russell,MO,Jasper,37.1402,-94.0610,118
Packwood,WA,Lewis,46.6085,-121.6703,118
Broadwater,NE,Morrill,41.5980,-102.8525,118
Hepler,KS,Crawford,37.6637,-94.9697,118
Jericho,AR,Crittenden,35.2876,-90.2305,118
Buchanan,TN,Henry,36.4340,-88.2027,118
Pamplin City,VA,Appomattox,37.2642,-78.6820,118
Upland,NE,Franklin,40.3195,-98.9023,118
Cullison,KS,Pratt,37.6303,-98.9054,118
Trilla,IL,Coles,39.3752,-88.3507,118
Faucett,MO,Buchanan,39.6005,-94.7976,118
Newberry,IN,Greene,38.9238,-87.0193,118
Thurston,NE,Thurston,42.1747,-96.7016,118
Panola,OK,Latimer,34.9273,-95.2099,118
Sheldon,ND,Ransom,46.5886,-97.4944,118
Ulmer,SC,Allendale,33.0987,-81.2080,118
Judyville,IN,Warren,40.3584,-87.3969,118
Rubicon,WI,Dodge,43.3371,-88.4525,118
Mainesburg,PA,Tioga,41.7840,-76.9983,118
Norcross,MN,Grant,45.8687,-96.1964,118
Maysville,AR,Benton,36.4020,-94.5889,118
Makena,HI,Maui,20.6310,-156.4252,118
Todd Mission,TX,Grimes,30.2613,-95.8298,118
Springhill,MT,Gallatin,45.8788,-111.0773,118
Carter,MT,Chouteau,47.7812,-110.9400,118
Linden,NC,Cumberland,35.2546,-78.7484,118
Sweet Water Village,AZ,Pinal,33.1274,-111.8424,118
Harrison City,PA,Westmoreland,40.3547,-79.6502,117
Akhiok,AK,Kodiak Island,56.9450,-154.2150,117
Springlake,TX,Lamb,34.2317,-102.3057,117
Ohiowa,NE,Fillmore,40.4136,-97.4524,117
Naper,NE,Boyd,42.9642,-99.0970,117
Atlanta,NE,Phelps,40.3684,-99.4732,117
Rhodell,WV,Raleigh,37.6094,-81.3049,117
Greigsville,NY,Livingston,42.8307,-77.9015,117
Helenwood,TN,Scott,36.4227,-84.5429,117
Pilot Mound,IA,Boone,42.1593,-94.0183,117
Preble,IN,Adams,40.8323,-85.0147,117
Westview Circle,WY,Platte,42.0605,-105.0715,117
Sims,IN,Grant,40.5006,-85.8540,117
Wisdom,MT,Beaverhead,45.6114,-113.4470,117
Portland,CO,Ouray,38.0892,-107.6952,117
Beaman,IA,Grundy,42.2203,-92.8221,117
Lybrook,NM,Rio Arriba,36.2290,-107.5549,117
Bark Ranch,CO,Boulder,40.1156,-105.4417,117
Delco,NC,Columbus,34.3188,-78.2267,117
Raymond City,WV,Putnam,38.4838,-81.8195,116
Cordova,NE,Seward,40.7164,-97.3516,116
Odessa,NE,Buffalo,40.6991,-99.2544,116
Earlton,KS,Neosho,37.5873,-95.4696,116
Williams,SC,Colleton,33.0341,-80.8428,116
McKittrick,MO,Montgomery,38.7387,-91.4443,116
Ayr,NE,Adams,40.4377,-98.4409,116
Glendora,MS,Tallahatchie,33.8275,-90.2926,116
Greenland,MI,Ontonagon,46.7803,-89.0954,116
San Cristobal,NM,Taos,36.6101,-105.6319,116
Lake Santeetlah,NC,Graham,35.3636,-83.8664,116
Solway,MN,Beltrami,47.5211,-95.1303,116
Cool,TX,Parker,32.8001,-98.0113,116
Norris,SD,Mellette,43.4721,-101.1928,116
Hedrick,IN,Warren,40.3031,-87.4924,116
Republican City,NE,Harlan,40.0987,-99.2223,116
Friendly,WV,Tyler,39.5137,-81.0618,116
Kilgore,NE,Cherry,42.9391,-100.9573,116
Eagles Mere,PA,Sullivan,41.4102,-76.5832,116
Brock,NE,Nemaha,40.4804,-95.9601,116
Westboro,MO,Atchison,40.5350,-95.3211,116
Grasston,MN,Kanabec,45.7958,-93.1526,116
Pawleys Island,SC,Georgetown,33.4269,-79.1246,116
Kingston,NM,Sierra,32.9173,-107.7097,116
Airport Heights,TX,Starr,26.4087,-98.8367,116
Harman,WV,Randolph,38.9211,-79.5245,116
Phillips,OK,Coal,34.5043,-96.2232,116
Wallowa Lake,OR,Wallowa,45.3041,-117.2117,116
Bon Air,AL,Talladega,33.2621,-86.3319,116
Hyner,PA,Clinton,41.3317,-77.6442,116
Bath,SD,Brown,45.4692,-98.3236,116
Larrabee,IA,Cherokee,42.8616,-95.5446,116
Rockdale Acres,PA,Crawford,41.7670,-79.9237,116
Plevna,KS,Reno,37.9717,-98.3095,116
Lamy,NM,Santa Fe,35.4854,-105.8863,115
Mill Spring,MO,Wayne,37.0651,-90.6779,115
Memphis,NE,Saunders,41.0946,-96.4332,115
Mount Briar,MD,Washington,39.4426,-77.6873,115
Munjor,KS,Ellis,38.8089,-99.2674,115
Bloomingdale,OH,Jefferson,40.3424,-80.8175,115
Smithfield,NE,Gosper,40.5733,-99.7409,115
Renick,MO,Randolph,39.3469,-92.4152,115
Tingley,IA,Ringgold,40.8527,-94.1958,115
Hillsdale,KS,Miami,38.6597,-94.8569,115
Big Lagoon,CA,Humboldt,41.1593,-124.1301,115
Bronaugh,MO,Vernon,37.6940,-94.4683,115
Lynxville,WI,Crawford,43.2493,-91.0464,115
Rockbridge,IL,Greene,39.2693,-90.2065,115
Acorn,AR,Polk,34.6379,-94.2025,115
Amoret,MO,Bates,38.2549,-94.5873,115
Nessen City,MI,Benzie,44.5202,-85.8729,115
Moorefield,AR,Independence,35.7672,-91.5708,115
Argyle,MO,Osage,38.2953,-92.0255,115
Mineola,IA,Mills,41.1414,-95.6947,115
Mount Eagle,PA,Centre,40.9799,-77.7058,115
Sardinia,IN,Decatur,39.1539,-85.6311,115
Kettlersville,OH,Shelby,40.4389,-84.2598,115
Lawrence Creek,OK,Creek,36.0838,-96.4267,115
Strayhorn,MS,Tate,34.6159,-90.1525,115
Detmold,MD,Allegany,39.5574,-78.9912,115
Theba,AZ,Maricopa,32.9181,-112.8903,115
Longfellow,PA,Mifflin,40.5062,-77.6665,115
Samak,UT,Summit,40.6389,-111.2413,115
Los Cerrillos,NM,Santa Fe,35.4272,-106.1212,115
Percival,IA,Fremont,40.7513,-95.8133,115
Pine River,WI,Waushara,44.1483,-89.0756,115
East Sharpsburg,PA,Blair,40.3346,-78.3721,114
Belden,NE,Cedar,42.4116,-97.2077,114
Burr Oak,KS,Jewell,39.8700,-98.3055,114
Spofford,TX,Kinney,29.1733,-100.4112,114
Ten Broeck,KY,Jefferson,38.2976,-85.5807,114
Ericson,NE,Wheeler,41.7803,-98.6785,114
Glencoe,OH,Belmont,40.0106,-80.8815,114
Cogswell,ND,Sargent,46.1070,-97.7842,114
Wrigley,TN,Hickman,35.8997,-87.3536,114
Old Agency,MT,Sanders,47.3226,-114.2987,114
Nelson,IL,Lee,41.7963,-89.6032,114
Vandiver,MO,Audrain,39.1621,-91.8473,114
Comptche,CA,Mendocino,39.2652,-123.5898,114
Shambaugh,IA,Page,40.6575,-95.0352,114
Ledyard,IA,Kossuth,43.4192,-94.1593,114
Rantoul,KS,Franklin,38.5483,-95.1011,114
Broughton,OH,Paulding,41.0880,-84.5349,114
Verona,ND,LaMoure,46.3626,-98.0771,114
The Plains,VA,Fauquier,38.8621,-77.7743,114
Palmer,IA,Pocahontas,42.6301,-94.5985,114
Hartland,IL,McHenry,42.3631,-88.5086,114
Choptank,MD,Caroline,38.6822,-75.9494,114
Gordon,WI,Douglas,46.2409,-91.7995,114
Angostura,SD,Fall River,43.3192,-103.3860,114
Owl Ranch,TX,Jim Wells,27.8927,-98.0934,113
Goodnews Bay,AK,Bethel,59.1271,-161.5753,113
Indian Village,IN,St. Joseph,41.7142,-86.2322,113
Round Top,TX,Fayette,30.0639,-96.6957,113
Willey,IA,Carroll,41.9788,-94.8224,113
Barnett,MO,Morgan,38.3775,-92.6746,113
Shannon City,IA,Union,40.8990,-94.2639,113
Coats,KS,Pratt,37.5108,-98.8253,113
Onton,KY,Webster,37.5578,-87.4370,113
Salesville,OH,Guernsey,39.9742,-81.3365,113
Gilliam,LA,Caddo,32.8282,-93.8418,113
Tanquecitos South Acres II,TX,Webb,27.4870,-99.3882,113
Poplar Grove,AR,Phillips,34.5522,-90.8542,113
Lake Gogebic,MI,Ontonagon,46.5719,-89.6212,113
Lawtonka Acres,OK,Comanche,34.7789,-98.5305,113
Belmar,NE,Keith,41.3055,-101.9347,113
Ensign,KS,Gray,37.6531,-100.2329,113
Sanford,TX,Hutchinson,35.7026,-101.5319,113
Cottonwood,OK,Coal,34.5540,-96.2038,113
Mooresville,MO,Livingston,39.7467,-93.7210,113
Lankin,ND,Walsh,48.3147,-97.9203,113
Pick City,ND,Mercer,47.5110,-101.4574,113
Winstonville,MS,Bolivar,33.9123,-90.7528,113
Mountain Meadows,CA,Kern,35.0956,-118.4335,113
Covington,MI,Baraga,46.5388,-88.5522,113
Stewart,MS,Montgomery,33.4522,-89.4381,113
Rumsey,CA,Yolo,38.8902,-122.2404,113
Symerton,IL,Will,41.3256,-88.0530,113
Waynesville,IN,Bartholomew,39.1151,-85.8917,113
Kaibab,AZ,Mohave,36.8815,-112.7237,113
Trommald,MN,Crow Wing,46.5058,-94.0154,113
Reed Point,MT,Stillwater,45.7071,-109.5471,113
Mabie,CA,Plumas,39.7771,-120.5447,113
Nelson,MN,Douglas,45.8865,-95.2649,113
Lisbon,FL,Lake,28.8824,-81.7812,113
Nicasio,CA,Marin,38.0606,-122.7008,113
Portlandville,NY,Otsego,42.5294,-74.9674,113
Skykomish,WA,King,47.7104,-121.3584,112
Monmouth,IA,Jackson,42.0751,-90.8822,112
Benton City,MO,Audrain,39.1346,-91.7648,112
Water Valley,KY,Graves,36.5687,-88.8101,112
Fort Ransom,ND,Ransom,46.5244,-97.9310,112
Stockholm,SD,Grant,45.1018,-96.7998,112
Belvidere,SD,Jackson,43.8321,-101.2711,112
Rayle,GA,Wilkes,33.7902,-82.9031,112
Millfield,OH,Athens,39.4340,-82.0949,112
Sabinsville,PA,Tioga,41.8678,-77.5253,112
De Soto,MS,Clarke,31.9699,-88.7205,112
Maunie,IL,White,38.0355,-88.0456,112
Dorothy,WV,Raleigh,37.9559,-81.4503,112
Narcissa,OK,Ottawa,36.8010,-94.9279,112
St. Marys,IA,Warren,41.3077,-93.7337,112
Vowinckel,PA,Clarion,41.4108,-79.2286,112
Beurys Lake,PA,Schuylkill,40.7194,-76.3795,112
Darfur,MN,Watonwan,44.0535,-94.8378,112
Turner Colony,MT,Blaine,48.7631,-108.4302,112
Kimmswick,MO,Jefferson,38.3655,-90.3645,112
Newtown,MO,Sullivan,40.3762,-93.3336,112
Lastrup,MN,Morrison,46.0398,-94.0621,112
Chimney Point,CT,Western Connecticut,41.5025,-73.4414,112
Monomoscoy Island,MA,Barnstable,41.5712,-70.5026,112
Fort Fetter,PA,Blair,40.4301,-78.4044,111
Rozel,KS,Pawnee,38.1954,-99.4032,111
Mount Union,IA,Henry,41.0576,-91.3914,111
Conasauga,TN,Polk,35.0052,-84.7276,111
Slabtown,PA,Columbia,40.9051,-76.4059,111
Ratcliff,AR,Logan,35.3066,-93.8887,111
Birch Creek Colony,MT,Pondera,48.2465,-112.4698,111
Macksburg,OH,Washington,39.6314,-81.4562,111
Pollard,AL,Escambia,31.0235,-87.1736,111
Smithfield,WV,Wetzel,39.5010,-80.5549,111
Rangerville,TX,Cameron,26.1050,-97.7373,111
Brooks Mill,PA,Blair,40.3737,-78.4236,111
Oak Hills,IA,Des Moines,40.7586,-91.1463,111
Meadowbrook Farm,KY,Jefferson,38.2783,-85.5748,111
Coates,MN,Dakota,44.7151,-93.0321,111
Olivet,KS,Osage,38.4813,-95.7519,111
Silver City,NV,Lyon,39.2639,-119.6357,111
Croweburg,KS,Crawford,37.5529,-94.6686,111
Nathrop,CO,Chaffee,38.7486,-106.0764,111
Ocean City,WA,Grays Harbor,47.0763,-124.1619,111
North San Juan,CA,Nevada,39.3719,-121.1060,111
Marley,IL,Will,41.5482,-87.9260,111
Little Sturgeon,WI,Door,44.8422,-87.5744,111
Randlett,UT,Uintah,40.2267,-109.8308,111
Table Rock,PA,Adams,39.9097,-77.2197,111
Hard Rock,AZ,Navajo,36.0309,-110.5048,111
Holiday Woods,IN,Steuben,41.6232,-85.0716,110
Cates,IN,Fountain,39.9967,-87.3378,110
Cresbard,SD,Faulk,45.1692,-98.9477,110
Linwood,NE,Butler,41.4123,-96.9323,110
Marietta,IL,Fulton,40.4995,-90.3931,110
Rollins,MT,Lake,47.9106,-114.1948,110
Esmond,ND,Benson,48.0330,-99.7647,110
Otisco,IN,Clark,38.5423,-85.6672,110
Sereno del Mar,CA,Sonoma,38.3836,-123.0733,110
Shiloh,TN,Hardin,35.1104,-88.3638,110
Rosendale,MO,Andrew,40.0408,-94.8233,110
North Buena Vista,IA,Clayton,42.6778,-90.9580,110
Fort Green,FL,Hardee,27.6255,-81.9397,110
Concord,AR,Cleburne,35.6623,-91.8507,110
Alden,KS,Rice,38.2444,-98.3118,110
New Centerville,PA,Somerset,39.9422,-79.1916,110
Woody,CA,Kern,35.7081,-118.8145,110
Lynnville,IL,Morgan,39.6858,-90.3459,110
Shongaloo,LA,Webster,32.9416,-93.2955,110
Cowan,IN,Delaware,40.1059,-85.3886,110
Yatesboro,PA,Armstrong,40.8001,-79.3342,110
Kiskimere,PA,Armstrong,40.6177,-79.5841,110
Wintersburg,AZ,Maricopa,33.4187,-112.8666,110
Beulah Beach,OH,Erie,41.3918,-82.4428,110
Pike,CA,Sierra,39.4278,-120.9997,110
Camp Nelson,CA,Tulare,36.1420,-118.6108,110
Urbana,IN,Wabash,40.8984,-85.7928,110
Sussex,VA,Sussex,36.9173,-77.2719,110
Garfield,KS,Pawnee,38.0770,-99.2445,109
Oxbow,NY,Jefferson,44.2893,-75.6262,109
Roscoe,MO,St. Clair,37.9774,-93.8138,109
Movico,AL,Mobile,31.0628,-88.0266,109
Manderson,WY,Big Horn,44.2698,-107.9640,109
Papineau,IL,Iroquois,40.9678,-87.7163,109
Alpha,MN,Jackson,43.6377,-94.8712,109
Hastings,OK,Jefferson,34.2243,-98.1088,109
Luray,MO,Clark,40.4524,-91.8841,109
Tucker,AR,Jefferson,34.4395,-91.9519,109
Opheim,MT,Valley,48.8571,-106.4084,109
Bunker Hill,KS,Russell,38.8753,-98.6989,109
Sycamore,KY,Jefferson,38.2468,-85.5612,109
Otter Lake,NY,Oneida,43.5942,-75.1159,109
Herbster,WI,Bayfield,46.8422,-91.2419,109
Borrego Pass,NM,McKinley,35.5664,-108.0165,109
Aleknagik,AK,Dillingham,59.2946,-158.6896,109
Felt,OK,Cimarron,36.5633,-102.7950,109
Weldon,AR,Jackson,35.4479,-91.2315,109
Burlington,WV,Mineral,39.3370,-78.9223,109
Crows Nest,IN,Marion,39.8566,-86.1691,109
Hutchinson,NJ,Warren,40.7800,-75.1204,109
Igo,CA,Shasta,40.4992,-122.5458,109
Pumpkin Hollow,OK,Cherokee,36.0008,-94.8370,109
Cory,IN,Clay,39.3823,-87.2058,108
Larsen Bay,AK,Kodiak Island,57.5404,-154.0056,108
Pataha,WA,Garfield,46.4727,-117.5445,108
Pisek,ND,Walsh,48.3107,-97.7104,108
West Peavine,OK,Adair,35.9133,-94.6481,108
Springtown,AR,Benton,36.2606,-94.4239,108
Sunburg,MN,Kandiyohi,45.3476,-95.2400,108
Pella,WI,Shawano,44.7419,-88.8237,108
Pierceville,IN,Ripley,39.1334,-85.1797,108
Davis,SD,Turner,43.2595,-96.9945,108
O'Brien,TX,Haskell,33.3802,-99.8438,108
Chautauqua,KS,Chautauqua,37.0241,-96.1774,108
Blackey,KY,Letcher,37.1390,-82.9811,108
Dodge,ND,Dunn,47.3057,-102.2029,108
Lowndesboro,AL,Lowndes,32.2764,-86.6108,108
Hockingport,OH,Athens,39.1908,-81.7494,108
Midland,SD,Haakon,44.0711,-101.1554,108
Wann,OK,Nowata,36.9146,-95.8047,108
Oilton,TX,Webb,27.4693,-98.9672,108
Detroit,OR,Marion,44.7338,-122.1513,108
Dawson,IA,Dallas,41.8431,-94.2203,108
Coffey,MO,Daviess,40.1056,-94.0065,108
Millston,WI,Jackson,44.1885,-90.6446,108
Perley,MN,Norman,47.1761,-96.8015,108
Alder,MT,Madison,45.3216,-112.1093,108
Cache,UT,Cache,41.8309,-112.0053,108
Bow Valley,NE,Cedar,42.7154,-97.2521,108
Villas del Sol,PR,Toa Baja,18.4487,-66.2298,108
Angelica,WI,Shawano,44.6750,-88.3216,108
Montaqua,MT,Carbon,45.5072,-108.9087,108
Clyde,NJ,Somerset,40.4874,-74.5132,108
Jacksonport,AR,Jackson,35.6422,-91.3080,107
Craig,MO,Holt,40.1923,-95.3743,107
Unity Village,MO,Jackson,38.9525,-94.3995,107
Valley Head,WV,Randolph,38.5472,-80.0320,107
Tula,MS,Lafayette,34.2359,-89.3656,107
Summit,OK,Muskogee,35.6694,-95.4208,107
Valentine,TX,Jeff Davis,30.5886,-104.4953,107
Nord,CA,Butte,39.7739,-121.9549,107
Sheffield,TX,Pecos,30.6859,-101.8224,107
Dwight Mission,OK,Sequoyah,35.5581,-94.8510,107
Palermo,ND,Mountrail,48.3380,-102.2297,107
Redings Mill,MO,Newton,37.0196,-94.5170,107
Mineral,CA,Tehama,40.3755,-121.5694,107
Put-in-Bay,OH,Ottawa,41.6518,-82.8179,107
Holland,MO,Pemiscot,36.0571,-89.8705,107
Barneston,NE,Gage,40.0488,-96.5735,107
Tiawah,OK,Rogers,36.2483,-95.5362,107
Diaperville,WI,Ashland,46.6059,-90.7095,107
Miguel Barrera,TX,Starr,26.4120,-98.9216,107
Arrowhead Lake,NJ,Cumberland,39.4757,-75.3174,107
Peever Flats,SD,Roberts,45.5234,-96.9356,107
Blacktail,ND,Williams,48.4327,-103.7400,107
Joes,CO,Yuma,39.6559,-102.6786,107
La Paloma Addition,TX,San Patricio,28.0170,-97.5009,107
Century,WV,Barbour,39.1003,-80.1883,107
Centerville,WA,Klickitat,45.7540,-120.9080,107
Lakeside,PA,Susquehanna,41.8636,-75.6504,106
Rena Lara,MS,Coahoma,34.1587,-90.7749,106
Bingham Lake,MN,Cottonwood,43.9095,-95.0460,106
Grady,NM,Curry,34.8217,-103.3157,106
Jacksonburg,WV,Wetzel,39.5304,-80.6404,106
Oak Beach,NY,Suffolk,40.6388,-73.2879,106
Hazen,PA,Beaver,40.8162,-80.2471,106
Harbor View,OH,Lucas,41.6932,-83.4447,106
Aquilla,TX,Hill,31.8548,-97.2200,106
Derby,IA,Lucas,40.9303,-93.4565,106
Rush Hill,MO,Audrain,39.2104,-91.7246,106
Coyanosa,TX,Pecos,31.2409,-103.0648,106
Robbins,TN,Scott,36.3536,-84.5839,106
Osage,OK,Osage,36.2950,-96.4179,106
Rackerby,CA,Butte,39.4261,-121.3542,106
Bogue,KS,Graham,39.3595,-99.6874,106
Keomah Village,IA,Mahaska,41.2885,-92.5368,106
Burrows,IN,Carroll,40.6770,-86.5093,106
Smithville,AR,Lawrence,36.0799,-91.3027,106
La Rose,IL,Marshall,40.9786,-89.2349,106
Nelchina,AK,Copper River,61.9989,-146.8111,106
Houlton,WI,St. Croix,45.0609,-92.7903,106
Independence,MS,Tate,34.7078,-89.8075,106
Washington,AR,Hempstead,33.7730,-93.6833,106
Jacksonville,MO,Randolph,39.5877,-92.4728,106
Orchard,IA,Mitchell,43.2276,-92.7760,106
Dawn,MO,Livingston,39.6713,-93.6341,106
Herron Island,WA,Pierce,47.2645,-122.8348,106
Dutch Neck,NJ,Cumberland,39.4017,-75.2787,106
Yettem,CA,Tulare,36.4856,-119.2560,106
Lawson,AR,Union,33.1999,-92.4878,106
Scottsburg,NY,Livingston,42.6639,-77.7123,106
Crayne,KY,Crittenden,37.2762,-88.0839,106
Kickapoo Site 5,KS,Brown,39.6735,-95.6842,106
Clio,CA,Plumas,39.7487,-120.5726,106
El Monte Mobile Village,CA,Tulare,36.5471,-119.4251,106
Green Mountain,IA,Marshall,42.1019,-92.8196,105
Cottonwood,SD,Jackson,43.9657,-101.9021,105
Tarrytown,GA,Montgomery,32.3187,-82.5595,105
Chester,AR,Crawford,35.6778,-94.1778,105
Collins,MO,St. Clair,37.8906,-93.6215,105
Beaver Valley,AZ,Gila,34.3409,-111.2987,105
Tustin,WI,Waushara,44.1698,-88.8960,105
Tunnel City,WI,Monroe,44.0050,-90.5679,105
McDougal,AR,Clay,36.4365,-90.3907,105
Dunbar,WI,Marinette,45.6470,-88.1754,105
Truxton,AZ,Mohave,35.4870,-113.5607,105
Columbus,IL,Adams,39.9883,-91.1456,105
Bergland,MI,Ontonagon,46.5913,-89.5754,105
Starbuck,WA,Columbia,46.5186,-118.1254,105
Fort Smith,MT,Big Horn,45.3134,-107.9296,105
Oketo,KS,Marshall,39.9632,-96.5989,105
Skanee,MI,Baraga,46.8789,-88.2040,105
Steen,MN,Rock,43.5143,-96.2631,105
Fidelity,IL,Jersey,39.1546,-90.1644,105
Gulfcrest,AL,Mobile,30.9925,-88.2399,105
Waka,TX,Ochiltree,36.2816,-101.0441,105
Herndon,KS,Rawlins,39.9092,-100.7865,105
Weldona,CO,Morgan,40.3484,-103.9693,105
Spelter,WV,Harrison,39.3432,-80.3163,105
Adams,IN,Decatur,39.3825,-85.5600,105
Normandy,TN,Bedford,35.4523,-86.2582,105
Smithville,OK,McCurtain,34.4689,-94.6461,105
Tylersburg,PA,Clarion,41.3837,-79.3201,105
Gray,PA,Blair,40.6576,-78.2521,105
Minneiska,MN,Wabasha,44.1973,-91.8757,104
Dimock,SD,Hutchinson,43.4764,-97.9888,104
Westwood,IA,Henry,40.9650,-91.6266,104
Eddyville,NE,Dawson,41.0124,-99.6241,104
Cornucopia,WI,Bayfield,46.8566,-91.1082,104
Lincolnshire,KY,Jefferson,38.2238,-85.6216,104
Bradley,SD,Clark,45.0904,-97.6420,104
Carthage,SD,Miner,44.1686,-97.7150,104
Pontoosuc,IL,Hancock,40.6284,-91.2112,104
Littleton,IL,Schuyler,40.2340,-90.6223,104
Tildenville,FL,Orange,28.5384,-81.6025,104
Sidney,IN,Kosciusko,41.1050,-85.7425,104
Aubrey,AR,Lee,34.7197,-90.8975,104
Paloma,IL,Adams,40.0238,-91.1940,104
Winton,MN,St. Louis,47.9284,-91.8005,104
Wolf Lake,MN,Becker,46.8066,-95.3526,104
Maiden Rock,WI,Pierce,44.5659,-92.3082,104
Hardyville,KY,Hart,37.2535,-85.7896,104
Hurley,MO,Stone,36.9306,-93.4991,104
Zarate,TX,Starr,26.3199,-98.6369,104
Hartwick,IA,Poweshiek,41.7856,-92.3452,104
Hollygrove,WV,Kanawha,38.1908,-81.3946,104
Bethel,MO,Shelby,39.8779,-92.0221,104
Tunnelton,IN,Lawrence,38.7687,-86.3428,104
Conger,MN,Freeborn,43.6153,-93.5275,104
Gazelle,CA,Siskiyou,41.5149,-122.5217,104
Juliette,GA,Monroe,33.1109,-83.8094,103
Dayton,MT,Lake,47.8643,-114.2765,103
Shiro,TX,Grimes,30.6087,-95.8862,103
Rondo,AR,Lee,34.6575,-90.8208,103
Chalkyitsik,AK,Yukon-Koyukuk,66.6469,-143.7821,103
Alpine,AZ,Apache,33.8461,-109.1433,103
Nicktown,PA,Cambria,40.6134,-78.8034,103
Knoxville,GA,Crawford,32.7233,-83.9959,103
Fremont,MO,Carter,36.9522,-91.1623,103
Vredenburgh,AL,Monroe,31.8237,-87.3178,103
Seaforth,MN,Redwood,44.4761,-95.3310,103
Novelty,MO,Knox,40.0125,-92.2073,103
Colcord,WV,Raleigh,37.9451,-81.4374,103
Airport Road Addition,TX,Brooks,27.2190,-98.0981,103
Lake City,IL,Moultrie,39.7536,-88.7184,103
Pomaria,SC,Newberry,34.2677,-81.4192,103
Loyal,OK,Kingfisher,35.9727,-98.1182,103
Mosheim,TX,Bosque,31.6304,-97.6002,103
Dutch Flat,CA,Placer,39.2080,-120.8345,103
Barrelville,MD,Allegany,39.7026,-78.8425,103
Mariah Hill,IN,Spencer,38.1653,-86.9247,103
Twilight,WV,Boone,37.9252,-81.6176,103
Haddam,KS,Washington,39.8553,-97.3045,103
Puzzletown,PA,Blair,40.3794,-78.4915,103
Ruthville,ND,Ward,48.3708,-101.3003,103
Isabel,KS,Barber,37.4672,-98.5515,103
Pajaro Dunes,CA,Santa Cruz,36.8722,-121.8101,103
Big Island,VA,Bedford,37.5351,-79.3615,103
Cascadia,OR,Linn,44.3930,-122.5027,103
Wentworth,MO,Newton,36.9932,-94.0756,103
North Johns,AL,Jefferson,33.3677,-87.1008,103
Las Lomitas,TX,Jim Hogg,27.3378,-98.6629,103
Eckerty,IN,Crawford,38.3203,-86.6119,103
Websters Crossing,NY,Livingston,42.6662,-77.6367,103
Limaville,OH,Stark,40.9843,-81.1481,103
Damon,TX,Brazoria,29.2832,-95.7408,103
Malden,WA,Whitman,47.2296,-117.4731,102
Albert,KS,Barton,38.4540,-99.0111,102
Del Mar Heights,TX,Cameron,26.0567,-97.4236,102
Addington,OK,Jefferson,34.2431,-97.9661,102
Dallas,SD,Gregory,43.2379,-99.5175,102
Spaulding,OK,Hughes,35.0132,-96.4404,102
Spragueville,IA,Jackson,42.0716,-90.4327,102
Stones Landing,CA,Lassen,40.6974,-120.7310,102
Randsburg,CA,Kern,35.3680,-117.6607,102
Longdale,OK,Blaine,36.1338,-98.5512,102
Venetie,AK,Yukon-Koyukuk,67.0206,-146.3741,102
Priddy,TX,Mills,31.6760,-98.5114,102
Myrtlewood,AL,Marengo,32.2521,-87.9492,102
Wawaka,IN,Noble,41.4570,-85.4822,102
Conner,MT,Ravalli,45.9290,-114.1326,102
Dales,CA,Tehama,40.3155,-122.0604,102
Elizaville,KY,Fleming,38.4167,-83.8243,102
Claire City,SD,Roberts,45.8566,-97.1035,102
Blodgett Landing,NH,Merrimack,43.3757,-72.0392,102
